split,image_name,class_id,center_x,center_y,width,height
train,position_002_png.rf.0524011060c278ec465a7a181398b45c,0,0.7648313732678694,0.2125164394546275,0.7130197351582391,0.17141487487214935
train,position_003_png.rf.30cde2035b34d67bad467550937a203c,0,0.14869516302083335,0.9549247900000002,0.11059354011324422,0.9324369030165485
train,position_008_png.rf.697021a2b5a13fd51085ede4b342a01d,0,0.3694130208333333,0.7034591666666667,0.3209057004913833,0.6506539610627491
train,position_010_png.rf.5cd0e0523cc3efdc80497fba05ae595a,0,0.8767994791666667,0.1085108333333333,0.8403487977412532,0.034023511459946955
train,position_011_png.rf.024df83d728b482bd6a0a583c20817f0,0,0.7505953125,0.8507358333333331,0.7371021435451794,0.7598399197886028
train,position_013_png.rf.490d04da2f72f4fec93b1e711b37a975,0,0.4798667536458333,0.13704264,0.463431014281644,0.08049489597444842
train,position_015_png.rf.09c5009f8e45f81775134afeae34634b,0,0.3146703125,0.2514175,0.28682895299568767,0.17040711066809278
train,position_016_png.rf.96844beb790aeb5b31c2a7f64e42c8a1,0,0.9456541,0.7563283158333334,0.9372478676251217,0.6957215735948804
train,position_017_png.rf.1d8954cbb1ec7534c8e3519e939d9835,0,0.6533609687181255,0.6842278839715267,0.6040277817708334,0.6340357100000001
train,position_018_png.rf.2723fa4feb25e5a8192628e65c837216,0,0.28545555260416666,0.1812473591666667,0.24879151122660384,0.15825923784996757
train,position_020_png.rf.4223a2fb87ba5864aaf7d55c972deefa,0,0.20171514313182393,0.7542705424526507,0.1712865373117643,0.7149352727034441
train,position_024_png.rf.22b3d7922f280dfe5b332457c8f3388c,0,0.34866745395519877,0.9325992554608838,0.29765946822916667,0.8867068291666668
train,position_025_png.rf.6f08c41aba0901f1d1d73306011bef9c,0,0.7171222296875001,0.8890008033333333,0.6915052587299314,0.8417181760404417
train,position_027_png.rf.862d573885776feb6c81a0be351ce2b5,0,0.2694442708333333,0.2963591666666666,0.2472223958333333,0.20915500000000006
train,position_028_png.rf.a37886d91119446e9bf2b2b8c80d75eb,0,0.43146364010416677,0.7043915583333334,0.404440859375,0.6585733800000001
train,position_029_png.rf.0b2be65157d32fb3b2b95dd117844241,0,0.4338682979166668,0.9195916558333335,0.37648096222807487,0.9075533514734898
train,position_030_png.rf.35f3ad491b1d35c1ea262698a82b2a73,0,0.11135416666666667,0.5472891666666666,0.09449409384573827,0.45863356606865274
train,position_031_png.rf.a0e5ec6c09811c430a419e3215b16fbc,0,0.7441941509993034,0.8039462824472406,0.738930934839811,0.708834584040985
train,position_032_png.rf.8c032c443605faaaaa376fd0ec2deeda,0,0.09153645833333335,0.4080275,0.06260977976256309,0.36512245731791143
train,position_035_png.rf.4b2e43466ee5668b5d68f947988716f0,0,0.5619791666666668,0.7132125,0.557733302693334,0.6502086631065632
train,position_038_png.rf.79960b0bf684803a9b43f4e4b0862230,0,0.5292106523598215,0.254041136005368,0.4773497394074398,0.21381642887695979
train,position_041_png.rf.555f4edd9d1db21f50a1ef8b3c01f676,0,0.6918686645833334,0.5288387208333333,0.6891938285345145,0.4365029556165128
train,position_045_png.rf.0442800ac012298456b1ff976e7cb897,0,0.9725531894049745,0.9079461336393401,0.9421178527435515,0.8274588205196184
train,position_046_png.rf.b8fe95654c07b0638923c6fe0a76ecf2,0,0.0939234375,0.5146816666666668,0.09143892695380768,0.4546814824648296
train,position_047_png.rf.5dfef0518da95c9aa2c1b11b15297fce,0,0.1453125000000001,0.7284991666666667,0.10580122864672058,0.7180421256279712
train,position_048_png.rf.9015eceea786a6e2610f7eeda3f589ae,0,0.2931921875,0.5416391666666668,0.26585078510400056,0.4965872341208793
train,position_049_png.rf.0e48b87039fe9047f36fd603b56d8e4c,0,0.2452391317708333,0.3587570766666667,0.24465368878622556,0.2657628446797247
train,position_050_png.rf.415df0f638b798d8179a029d96643041,0,0.7171805177083332,0.9511957391666666,0.6930859739583332,0.8885004366666668
train,position_052_png.rf.7fccbe21ddce368809b44fff99eb0347,0,0.1492141268256643,0.5563832152148498,0.09093453147822068,0.5508300512130069
train,position_053_png.rf.ab8c2234d74a0d94595af2357fa1ff78,0,0.6164864766348417,0.6133270493439237,0.5791598140625,0.5985416283333335
train,position_054_png.rf.3ff6a21aa931a41e9562586e5a636cfe,0,0.09975937500000003,0.2276633333333334,0.05566332426575671,0.16499109733901143
train,position_056_png.rf.706d4098462b93ce5983fd7afd46611b,0,0.7876478817708333,0.9533682483333334,0.7385935572916666,0.9042023475000002
train,position_057_png.rf.213123bd9bcd1dadf5a51b07d12b15bc,0,0.15590805530996815,0.18114658598711755,0.11874562541369907,0.15552657193239652
train,position_058_png.rf.17aae6f160a36999c7ea112176be18c6,0,0.5070689932291667,0.5921157266666668,0.49401139204175487,0.5339722515161445
train,position_059_png.rf.243403cdf957318723d7c588fdbbc4fe,0,0.30574950616173757,0.026647791674707787,0.2833448368909043,-0.01712529832529223
train,position_060_png.rf.3f2a96a8360479e18214edce4d15afb2,0,0.44198697916666674,0.39247750000000015,0.4041458341516016,0.3798185891602757
train,position_062_png.rf.25f98a76dd88d1a19fddba275f32c5b2,0,0.489742971875,0.08116352166666668,0.4774960579696319,0.022564139524688328
train,position_063_png.rf.2adbee2b1636a2517e16a290ff9f0d43,0,0.27697149599310583,0.8572919231785519,0.2232554113253938,0.823536190986328
train,position_066_png.rf.c6eab567f2e2b9335b1c2e3c8c6c8dbf,0,0.7642572994791668,0.451260825,0.7526723572125363,0.3910707727600788
train,position_069_png.rf.2bb4059745de505c153b58f67026dd0c,0,0.23937500000000006,0.4652,0.20752172633681967,0.42963536185195644
train,position_070_png.rf.32009890aad8e6631642173ecce27584,0,0.8220898412120661,0.3207741267637517,0.7653798738344981,0.30379009705871396
train,position_076_png.rf.1577ffccdd2131f7e2f2ba7b21a3ef78,0,0.5863286828125,0.5329203674999998,0.5542250786458335,0.4553023658333332
train,position_077_png.rf.c33038a9e881777d156131364cbb0c68,0,0.9874121449385529,0.17808609103269332,0.959155547184535,0.09657932090331683
train,position_078_png.rf.bd3d293da1981376c1a00e61d18eb6d8,0,0.35533621249999997,0.28027040500000006,0.32554947016769115,0.24342123094741963
train,position_079_png.rf.9f7b5c22be2c7ab0a3d4d957da468b71,0,0.14692708333333332,0.2159675,0.11616526845437739,0.17517111287614098
train,position_082_png.rf.227b25970ef10036e9eb8036b15a7025,0,0.18909785468750004,0.8431573525000001,0.13469814347972223,0.8077022820979837
train,position_083_png.rf.33a6f303a2e547997dfd0b72e108a906,0,0.39424834687018356,0.25963628729054766,0.3384214386771199,0.23254157938805883
train,position_084_png.rf.01a53f81eb502118df97dede888cdea3,0,0.3405302083333333,0.3278416666666667,0.34003914514300454,0.2663375894211752
train,position_085_png.rf.003ceb4347d00dc10cef1b5544a2da7a,0,0.7915255250863571,0.38817195619510725,0.7863797891327163,0.32609084382419534
train,position_093_png.rf.0052714e9ec3ad4f12cbf66f4e12adaa,0,0.7766181593473794,0.5802071568458104,0.7636977838344653,0.4874782069488996
train,position_095_png.rf.37a5795071038b06b2ed4fd967662ef0,0,0.3899291661833921,0.17870347054739416,0.38284008345148146,0.1152298934720765
train,position_097_png.rf.55e68cc32e5553aaba11a4e6aa5c51b9,0,0.4278711697916668,0.8155019991666668,0.3714337800215489,0.793088986718064
train,position_098_png.rf.1e5411725ec29a1355ed33cc90f2f6b4,0,0.32947066927083335,0.6194125024999999,0.29109418958333333,0.6147496483333333
train,position_101_png.rf.2a4660afa54d86159b290390aead7936,0,0.7870811860042993,0.5669079277614923,0.7696949197916667,0.4756106191666667
train,position_105_png.rf.bd9022c7967bcb0ef50ca24bcbed5466,0,0.12960729166666668,0.2672116666666667,0.1227359109959082,0.20779781079306428
train,position_106_png.rf.3e9208212132e22da387d6138aaf09c0,0,0.434163196437875,0.9049337635899167,0.3940595632638718,0.8371240077582695
train,position_107_png.rf.873c271969c610f7a5375806ee6d0198,0,0.998500421875,0.33206621583333346,0.9801418112452701,0.27646925586936805
